city,role,station_id,valid_date,precip_station_mm,completeness_pc,qc_flags,precip_obs_mm,gauge_flagged
andacollo,primary,ANDA,2026-07-08,0.0,100,,0.0,False
andacollo,primary,ANDA,2026-07-09,0.0,100,,0.0,False
andacollo,primary,ANDA,2026-07-10,0.0,100,,0.0,False
andacollo,primary,ANDA,2026-07-11,0.0,100,,0.0,False
andacollo,primary,ANDA,2026-07-12,0.0,100,,0.0,False
andacollo,primary,ANDA,2026-07-13,0.0,100,,0.0,False
andacollo,primary,ANDA,2026-07-14,0.0,100,,0.0,False
andacollo,primary,ANDA,2026-07-15,0.0,100,,2.2,False
andacollo,primary,ANDA,2026-07-16,15.5,100,,20.5,False
andacollo,primary,ANDA,2026-07-17,52.0,100,,75.1,False
andacollo,primary,ANDA,2026-07-18,67.25,100,,116.0,False
andacollo,primary,ANDA,2026-07-19,52.25,100,,52.1,False
andacollo,primary,ANDA,2026-07-20,58.25,100,,62.8,False
andacollo,primary,ANDA,2026-07-21,19.0,100,,29.7,False
andacollo,primary,ANDA,2026-07-22,0.25,100,,0.6,False
andacollo,primary,ANDA,2026-07-23,0.0,100,,1.4,False
andacollo,primary,ANDA,2026-07-24,0.0,100,,0.0,False
andacollo,primary,ANDA,2026-07-25,0.0,100,,0.0,False
ovalle,primary,TLH,2026-07-05,0.0,100,,0.0,False
ovalle,primary,TLH,2026-07-06,0.0,100,,0.0,False
ovalle,primary,TLH,2026-07-07,0.0,100,,0.0,False
ovalle,primary,TLH,2026-07-08,0.0,100,,0.0,False
ovalle,primary,TLH,2026-07-09,0.0,100,,0.0,False
ovalle,primary,TLH,2026-07-10,0.0,100,,0.0,False
ovalle,primary,TLH,2026-07-11,0.0,100,,0.0,False
ovalle,primary,TLH,2026-07-12,0.0,100,,0.0,False
ovalle,primary,TLH,2026-07-13,0.1,100,,0.0,False
ovalle,primary,TLH,2026-07-14,0.0,100,,0.0,False
ovalle,primary,TLH,2026-07-15,0.0,100,,0.5,False
ovalle,primary,TLH,2026-07-16,26.2,100,,35.0,False
ovalle,primary,TLH,2026-07-17,54.6,100,,76.4,False
ovalle,primary,TLH,2026-07-18,70.5,100,,73.1,False
ovalle,primary,TLH,2026-07-19,35.9,100,,45.1,False
ovalle,primary,TLH,2026-07-20,13.5,100,,42.9,False
ovalle,primary,TLH,2026-07-21,17.6,100,,33.4,False
ovalle,primary,TLH,2026-07-22,0.0,100,,0.0,False
ovalle,primary,TLH,2026-07-23,2.5,100,,1.1,False
ovalle,primary,TLH,2026-07-24,0.0,100,,0.0,False
ovalle,primary,TLH,2026-07-25,0.0,100,,0.0,False
monte_patria,primary,INIA66,2026-07-05,0.0,100,,0.0,False
monte_patria,primary,INIA66,2026-07-06,0.0,100,,0.0,False
monte_patria,primary,INIA66,2026-07-07,0.0,100,,0.0,False
monte_patria,primary,INIA66,2026-07-08,0.0,100,,0.0,False
monte_patria,primary,INIA66,2026-07-09,0.0,100,,0.0,False
monte_patria,primary,INIA66,2026-07-10,0.0,100,,0.0,False
monte_patria,primary,INIA66,2026-07-11,0.0,100,,0.0,False
monte_patria,primary,INIA66,2026-07-12,0.0,100,,0.0,False
monte_patria,primary,INIA66,2026-07-13,0.0,100,,0.0,False
monte_patria,primary,INIA66,2026-07-14,0.0,100,,0.0,False
monte_patria,primary,INIA66,2026-07-15,0.0,100,,0.5,False
monte_patria,primary,INIA66,2026-07-16,16.9,100,,20.6,False
monte_patria,primary,INIA66,2026-07-17,38.6,100,,81.8,False
monte_patria,primary,INIA66,2026-07-18,83.2,100,,98.2,False
monte_patria,primary,INIA66,2026-07-19,48.5,100,,53.6,False
monte_patria,primary,INIA66,2026-07-20,70.9,100,,79.0,False
monte_patria,primary,INIA66,2026-07-21,14.2,100,,29.5,False
monte_patria,primary,INIA66,2026-07-22,0.0,100,,0.0,False
monte_patria,primary,INIA66,2026-07-23,0.3,100,,0.4,False
monte_patria,primary,INIA66,2026-07-24,0.0,100,,0.0,False
monte_patria,primary,INIA66,2026-07-25,0.0,100,,0.0,False
combarbala,primary,COMB,2026-07-05,0.0,100,,0.0,False
combarbala,primary,COMB,2026-07-06,0.0,100,,0.0,False
combarbala,primary,COMB,2026-07-07,0.0,100,,0.0,False
combarbala,primary,COMB,2026-07-08,0.0,100,,0.0,False
combarbala,primary,COMB,2026-07-09,0.0,100,,0.0,False
combarbala,primary,COMB,2026-07-10,0.0,100,,0.0,False
combarbala,primary,COMB,2026-07-11,0.0,100,,0.0,False
combarbala,primary,COMB,2026-07-12,0.0,100,,0.0,False
combarbala,primary,COMB,2026-07-13,0.0,100,,0.0,False
combarbala,primary,COMB,2026-07-14,0.0,100,,0.0,False
combarbala,primary,COMB,2026-07-15,0.0,100,,0.1,False
combarbala,primary,COMB,2026-07-16,34.5,100,,36.2,False
combarbala,primary,COMB,2026-07-17,105.9,100,,125.4,False
combarbala,primary,COMB,2026-07-18,55.9,100,,69.6,False
combarbala,primary,COMB,2026-07-19,32.6,100,,32.9,False
combarbala,primary,COMB,2026-07-20,49.1,100,,53.8,False
combarbala,primary,COMB,2026-07-21,26.2,100,,36.0,False
combarbala,primary,COMB,2026-07-22,0.0,100,,0.0,False
combarbala,primary,COMB,2026-07-23,0.1,100,,1.2,False
combarbala,primary,COMB,2026-07-24,0.0,100,,0.0,False
combarbala,primary,COMB,2026-07-25,0.1,100,,0.2,False
illapel,primary,INILLA,2026-07-05,0.0,100,,0.0,False
illapel,primary,INILLA,2026-07-06,0.0,100,,0.0,False
illapel,primary,INILLA,2026-07-07,0.0,100,,0.0,False
illapel,primary,INILLA,2026-07-08,0.0,100,,0.0,False
illapel,primary,INILLA,2026-07-09,0.0,100,,0.0,False
illapel,primary,INILLA,2026-07-10,0.0,100,,0.2,False
illapel,primary,INILLA,2026-07-11,0.0,100,,0.0,False
illapel,primary,INILLA,2026-07-12,0.0,100,,0.0,False
illapel,primary,INILLA,2026-07-13,0.0,100,,0.0,False
illapel,primary,INILLA,2026-07-14,0.0,100,,0.0,False
illapel,primary,INILLA,2026-07-15,0.0,100,,1.4,False
illapel,primary,INILLA,2026-07-16,19.8,100,,44.2,False
illapel,primary,INILLA,2026-07-17,76.3,100,,87.5,False
illapel,primary,INILLA,2026-07-18,60.1,100,,45.1,False
illapel,primary,INILLA,2026-07-19,20.9,100,,22.6,False
illapel,primary,INILLA,2026-07-20,29.2,100,,60.7,False
illapel,primary,INILLA,2026-07-21,34.6,100,,24.7,False
illapel,primary,INILLA,2026-07-22,0.1,100,,0.0,False
illapel,primary,INILLA,2026-07-23,0.0,100,,0.9,False
illapel,primary,INILLA,2026-07-24,0.0,100,,0.0,False
illapel,primary,INILLA,2026-07-25,0.2,100,,0.1,False
salamanca,primary,CHHT,2026-07-05,0.0,100,,0.0,False
salamanca,primary,CHHT,2026-07-06,0.0,100,,0.0,False
salamanca,primary,CHHT,2026-07-07,0.0,100,,0.0,False
salamanca,primary,CHHT,2026-07-08,0.0,100,,0.0,False
salamanca,primary,CHHT,2026-07-09,0.0,100,,0.0,False
salamanca,primary,CHHT,2026-07-10,0.0,100,,0.0,False
salamanca,primary,CHHT,2026-07-11,0.0,100,,0.0,False
salamanca,primary,CHHT,2026-07-12,0.0,100,,0.0,False
salamanca,primary,CHHT,2026-07-13,0.0,100,,0.0,False
salamanca,primary,CHHT,2026-07-14,0.0,100,,0.0,False
salamanca,primary,CHHT,2026-07-15,0.0,100,,1.0,False
salamanca,primary,CHHT,2026-07-16,34.1,100,,26.9,False
salamanca,primary,CHHT,2026-07-17,111.1,100,,99.0,False
salamanca,primary,CHHT,2026-07-18,54.3,100,,49.1,False
salamanca,primary,CHHT,2026-07-19,33.2,100,,28.0,False
salamanca,primary,CHHT,2026-07-20,36.6,100,,81.1,False
salamanca,primary,CHHT,2026-07-21,47.8,100,,24.7,False
salamanca,primary,CHHT,2026-07-22,0.0,100,,0.3,False
salamanca,primary,CHHT,2026-07-23,0.1,100,,1.9,False
salamanca,primary,CHHT,2026-07-24,0.0,100,,0.0,False
salamanca,primary,CHHT,2026-07-25,0.4,100,,0.8,False
los_vilos,primary,LVIL,2026-07-05,0.0,100,,0.0,True
los_vilos,primary,LVIL,2026-07-06,0.0,100,,0.0,True
los_vilos,primary,LVIL,2026-07-07,0.0,100,,0.0,True
los_vilos,primary,LVIL,2026-07-08,0.0,100,,0.0,True
los_vilos,primary,LVIL,2026-07-09,0.0,100,,0.0,True
los_vilos,primary,LVIL,2026-07-10,0.0,100,,0.0,True
los_vilos,primary,LVIL,2026-07-11,0.1,100,,0.0,True
los_vilos,primary,LVIL,2026-07-12,0.0,100,,0.0,True
los_vilos,primary,LVIL,2026-07-13,0.0,100,,0.0,True
los_vilos,primary,LVIL,2026-07-14,0.0,100,,0.0,True
los_vilos,primary,LVIL,2026-07-15,0.1,100,,0.7,True
los_vilos,primary,LVIL,2026-07-16,17.6,100,,42.9,True
los_vilos,primary,LVIL,2026-07-17,42.2,100,,82.0,True
los_vilos,primary,LVIL,2026-07-18,4.7,100,,58.7,True
los_vilos,primary,LVIL,2026-07-19,2.6,100,,9.8,True
los_vilos,primary,LVIL,2026-07-20,9.9,100,,63.1,True
los_vilos,primary,LVIL,2026-07-21,8.6,100,,31.0,True
los_vilos,primary,LVIL,2026-07-22,0.0,100,,0.0,True
los_vilos,primary,LVIL,2026-07-23,0.0,100,,0.4,True
los_vilos,primary,LVIL,2026-07-24,0.0,100,,0.0,True
los_vilos,primary,LVIL,2026-07-25,0.0,100,,0.0,True
