city,valid_date,model,lead_days,precip_fcst_mm,gust_fcst_kmh,precip_obs_mm,gust_obs_kmh
andacollo,2026-07-08,gfs_seamless,3,0.0,8.6,0.0,11.9
andacollo,2026-07-08,gfs_seamless,4,0.0,9.0,0.0,11.9
andacollo,2026-07-08,gfs_seamless,5,0.0,7.6,0.0,11.9
andacollo,2026-07-08,gfs_seamless,6,0.0,6.1,0.0,11.9
andacollo,2026-07-08,gfs_seamless,7,0.0,5.8,0.0,11.9
andacollo,2026-07-08,icon_seamless,1,0.0,24.1,0.0,11.9
andacollo,2026-07-08,icon_seamless,2,0.0,24.8,0.0,11.9
andacollo,2026-07-08,icon_seamless,3,0.0,22.7,0.0,11.9
andacollo,2026-07-08,icon_seamless,4,0.0,24.1,0.0,11.9
andacollo,2026-07-08,icon_seamless,5,0.0,29.2,0.0,11.9
andacollo,2026-07-08,icon_seamless,6,0.0,35.3,0.0,11.9
andacollo,2026-07-09,best_match,1,0.0,28.8,0.0,27.0
andacollo,2026-07-09,best_match,2,0.0,25.2,0.0,27.0
andacollo,2026-07-09,best_match,3,0.0,24.8,0.0,27.0
andacollo,2026-07-09,best_match,4,0.0,28.1,0.0,27.0
andacollo,2026-07-09,best_match,5,0.0,21.2,0.0,27.0
andacollo,2026-07-09,best_match,6,0.0,22.3,0.0,27.0
andacollo,2026-07-09,best_match,7,0.0,9.7,0.0,27.0
andacollo,2026-07-09,ecmwf_ifs025,1,0.0,,0.0,27.0
andacollo,2026-07-09,ecmwf_ifs025,2,0.0,,0.0,27.0
andacollo,2026-07-09,ecmwf_ifs025,3,0.0,,0.0,27.0
andacollo,2026-07-09,ecmwf_ifs025,4,0.0,,0.0,27.0
andacollo,2026-07-09,ecmwf_ifs025,5,0.0,,0.0,27.0
andacollo,2026-07-09,ecmwf_ifs025,6,0.0,,0.0,27.0
andacollo,2026-07-09,ecmwf_ifs025,7,0.0,,0.0,27.0
andacollo,2026-07-09,gfs_seamless,1,0.0,10.4,0.0,27.0
andacollo,2026-07-09,gfs_seamless,2,0.0,13.0,0.0,27.0
andacollo,2026-07-09,gfs_seamless,3,0.0,10.8,0.0,27.0
andacollo,2026-07-09,gfs_seamless,4,0.0,9.7,0.0,27.0
andacollo,2026-07-09,gfs_seamless,5,0.0,7.9,0.0,27.0
andacollo,2026-07-09,gfs_seamless,6,0.0,6.8,0.0,27.0
andacollo,2026-07-09,gfs_seamless,7,0.0,9.7,0.0,27.0
andacollo,2026-07-09,icon_seamless,1,0.0,28.8,0.0,27.0
andacollo,2026-07-09,icon_seamless,2,0.0,25.2,0.0,27.0
andacollo,2026-07-09,icon_seamless,3,0.0,24.8,0.0,27.0
andacollo,2026-07-09,icon_seamless,4,0.0,28.1,0.0,27.0
andacollo,2026-07-09,icon_seamless,5,0.0,21.2,0.0,27.0
andacollo,2026-07-09,icon_seamless,6,0.0,22.3,0.0,27.0
andacollo,2026-07-10,best_match,1,0.0,25.9,0.0,20.5
andacollo,2026-07-10,best_match,2,0.0,25.9,0.0,20.5
andacollo,2026-07-10,best_match,3,0.0,23.0,0.0,20.5
andacollo,2026-07-10,best_match,4,0.0,21.2,0.0,20.5
andacollo,2026-07-10,best_match,5,0.0,19.1,0.0,20.5
andacollo,2026-07-10,best_match,6,0.0,23.8,0.0,20.5
andacollo,2026-07-10,best_match,7,0.0,7.2,0.0,20.5
andacollo,2026-07-10,ecmwf_ifs025,1,0.0,,0.0,20.5
andacollo,2026-07-10,ecmwf_ifs025,2,0.0,,0.0,20.5
andacollo,2026-07-10,ecmwf_ifs025,3,0.0,,0.0,20.5
andacollo,2026-07-10,ecmwf_ifs025,4,0.0,,0.0,20.5
andacollo,2026-07-10,ecmwf_ifs025,5,0.0,,0.0,20.5
andacollo,2026-07-10,ecmwf_ifs025,6,0.0,,0.0,20.5
andacollo,2026-07-10,ecmwf_ifs025,7,0.0,,0.0,20.5
andacollo,2026-07-10,gfs_seamless,1,0.0,9.0,0.0,20.5
andacollo,2026-07-10,gfs_seamless,2,0.0,9.4,0.0,20.5
andacollo,2026-07-10,gfs_seamless,3,0.0,7.9,0.0,20.5
andacollo,2026-07-10,gfs_seamless,4,0.0,9.0,0.0,20.5
andacollo,2026-07-10,gfs_seamless,5,0.0,7.9,0.0,20.5
andacollo,2026-07-10,gfs_seamless,6,0.0,7.2,0.0,20.5
andacollo,2026-07-10,gfs_seamless,7,0.0,7.2,0.0,20.5
andacollo,2026-07-10,icon_seamless,1,0.0,25.9,0.0,20.5
andacollo,2026-07-10,icon_seamless,2,0.0,25.9,0.0,20.5
andacollo,2026-07-10,icon_seamless,3,0.0,23.0,0.0,20.5
andacollo,2026-07-10,icon_seamless,4,0.0,21.2,0.0,20.5
andacollo,2026-07-10,icon_seamless,5,0.0,19.1,0.0,20.5
andacollo,2026-07-10,icon_seamless,6,0.0,23.8,0.0,20.5
andacollo,2026-07-11,best_match,1,0.0,18.7,0.0,21.2
andacollo,2026-07-11,best_match,2,0.0,19.1,0.0,21.2
andacollo,2026-07-11,best_match,3,0.0,23.8,0.0,21.2
andacollo,2026-07-11,best_match,4,0.0,20.5,0.0,21.2
andacollo,2026-07-11,best_match,5,0.0,20.2,0.0,21.2
andacollo,2026-07-11,best_match,6,0.0,19.1,0.0,21.2
andacollo,2026-07-11,best_match,7,0.0,8.6,0.0,21.2
andacollo,2026-07-11,ecmwf_ifs025,1,0.0,,0.0,21.2
andacollo,2026-07-11,ecmwf_ifs025,2,0.0,,0.0,21.2
andacollo,2026-07-11,ecmwf_ifs025,3,0.0,,0.0,21.2
andacollo,2026-07-11,ecmwf_ifs025,4,0.0,,0.0,21.2
andacollo,2026-07-11,ecmwf_ifs025,5,0.0,,0.0,21.2
andacollo,2026-07-11,ecmwf_ifs025,6,0.0,,0.0,21.2
andacollo,2026-07-11,ecmwf_ifs025,7,0.0,,0.0,21.2
andacollo,2026-07-11,gfs_seamless,1,0.0,7.2,0.0,21.2
andacollo,2026-07-11,gfs_seamless,2,0.0,7.2,0.0,21.2
andacollo,2026-07-11,gfs_seamless,3,0.0,7.9,0.0,21.2
andacollo,2026-07-11,gfs_seamless,4,0.0,7.6,0.0,21.2
andacollo,2026-07-11,gfs_seamless,5,0.0,8.3,0.0,21.2
andacollo,2026-07-11,gfs_seamless,6,0.0,9.0,0.0,21.2
andacollo,2026-07-11,gfs_seamless,7,0.0,8.6,0.0,21.2
andacollo,2026-07-11,icon_seamless,1,0.0,18.7,0.0,21.2
andacollo,2026-07-11,icon_seamless,2,0.0,19.1,0.0,21.2
andacollo,2026-07-11,icon_seamless,3,0.0,23.8,0.0,21.2
andacollo,2026-07-11,icon_seamless,4,0.0,20.5,0.0,21.2
andacollo,2026-07-11,icon_seamless,5,0.0,20.2,0.0,21.2
andacollo,2026-07-11,icon_seamless,6,0.0,19.1,0.0,21.2
andacollo,2026-07-12,best_match,1,0.0,18.0,0.0,14.0
andacollo,2026-07-12,best_match,2,0.0,19.4,0.0,14.0
andacollo,2026-07-12,best_match,3,0.0,19.4,0.0,14.0
andacollo,2026-07-12,best_match,4,0.0,20.2,0.0,14.0
andacollo,2026-07-12,best_match,5,0.0,20.2,0.0,14.0
andacollo,2026-07-12,best_match,6,0.0,21.2,0.0,14.0
andacollo,2026-07-12,best_match,7,0.0,7.2,0.0,14.0
andacollo,2026-07-12,ecmwf_ifs025,1,0.0,,0.0,14.0
andacollo,2026-07-12,ecmwf_ifs025,2,0.0,,0.0,14.0
andacollo,2026-07-12,ecmwf_ifs025,3,0.0,,0.0,14.0
andacollo,2026-07-12,ecmwf_ifs025,4,0.0,,0.0,14.0
andacollo,2026-07-12,ecmwf_ifs025,5,0.0,,0.0,14.0
andacollo,2026-07-12,ecmwf_ifs025,6,0.0,,0.0,14.0
andacollo,2026-07-12,ecmwf_ifs025,7,0.0,,0.0,14.0
andacollo,2026-07-12,gfs_seamless,1,0.0,6.8,0.0,14.0
andacollo,2026-07-12,gfs_seamless,2,0.0,7.2,0.0,14.0
andacollo,2026-07-12,gfs_seamless,3,0.0,6.5,0.0,14.0
andacollo,2026-07-12,gfs_seamless,4,0.0,7.6,0.0,14.0
andacollo,2026-07-12,gfs_seamless,5,0.0,7.9,0.0,14.0
andacollo,2026-07-12,gfs_seamless,6,0.0,7.2,0.0,14.0
andacollo,2026-07-12,gfs_seamless,7,0.0,7.2,0.0,14.0
andacollo,2026-07-12,icon_seamless,1,0.0,18.0,0.0,14.0
andacollo,2026-07-12,icon_seamless,2,0.0,19.4,0.0,14.0
andacollo,2026-07-12,icon_seamless,3,0.0,19.4,0.0,14.0
andacollo,2026-07-12,icon_seamless,4,0.0,20.2,0.0,14.0
andacollo,2026-07-12,icon_seamless,5,0.0,20.2,0.0,14.0
andacollo,2026-07-12,icon_seamless,6,0.0,21.2,0.0,14.0
andacollo,2026-07-13,best_match,1,0.0,16.2,0.0,16.6
andacollo,2026-07-13,best_match,2,0.0,16.6,0.0,16.6
andacollo,2026-07-13,best_match,3,0.0,17.3,0.0,16.6
andacollo,2026-07-13,best_match,4,0.0,16.9,0.0,16.6
andacollo,2026-07-13,best_match,5,0.0,22.3,0.0,16.6
andacollo,2026-07-13,best_match,6,0.0,21.6,0.0,16.6
andacollo,2026-07-13,best_match,7,0.0,6.8,0.0,16.6
andacollo,2026-07-13,ecmwf_ifs025,1,0.0,,0.0,16.6
andacollo,2026-07-13,ecmwf_ifs025,2,0.0,,0.0,16.6
andacollo,2026-07-13,ecmwf_ifs025,3,0.0,,0.0,16.6
andacollo,2026-07-13,ecmwf_ifs025,4,0.0,,0.0,16.6
andacollo,2026-07-13,ecmwf_ifs025,5,0.0,,0.0,16.6
andacollo,2026-07-13,ecmwf_ifs025,6,0.0,,0.0,16.6
andacollo,2026-07-13,ecmwf_ifs025,7,0.0,,0.0,16.6
andacollo,2026-07-13,gfs_seamless,1,0.0,6.8,0.0,16.6
andacollo,2026-07-13,gfs_seamless,2,0.0,6.8,0.0,16.6
andacollo,2026-07-13,gfs_seamless,3,0.0,7.2,0.0,16.6
andacollo,2026-07-13,gfs_seamless,4,0.0,6.1,0.0,16.6
andacollo,2026-07-13,gfs_seamless,5,0.0,7.2,0.0,16.6
andacollo,2026-07-13,gfs_seamless,6,0.0,7.2,0.0,16.6
andacollo,2026-07-13,gfs_seamless,7,0.0,6.8,0.0,16.6
andacollo,2026-07-13,icon_seamless,1,0.0,16.2,0.0,16.6
andacollo,2026-07-13,icon_seamless,2,0.0,16.6,0.0,16.6
andacollo,2026-07-13,icon_seamless,3,0.0,17.3,0.0,16.6
andacollo,2026-07-13,icon_seamless,4,0.0,16.9,0.0,16.6
andacollo,2026-07-13,icon_seamless,5,0.0,22.3,0.0,16.6
andacollo,2026-07-13,icon_seamless,6,0.0,21.6,0.0,16.6
andacollo,2026-07-14,best_match,1,0.0,36.4,0.0,17.6
andacollo,2026-07-14,best_match,2,0.0,30.6,0.0,17.6
andacollo,2026-07-14,best_match,3,0.0,27.7,0.0,17.6
andacollo,2026-07-14,best_match,4,0.0,32.0,0.0,17.6
andacollo,2026-07-14,best_match,5,0.0,27.4,0.0,17.6
andacollo,2026-07-14,best_match,6,0.0,26.3,0.0,17.6
andacollo,2026-07-14,best_match,7,0.0,9.0,0.0,17.6
andacollo,2026-07-14,ecmwf_ifs025,1,0.0,,0.0,17.6
andacollo,2026-07-14,ecmwf_ifs025,2,0.0,,0.0,17.6
andacollo,2026-07-14,ecmwf_ifs025,3,0.0,,0.0,17.6
andacollo,2026-07-14,ecmwf_ifs025,4,0.0,,0.0,17.6
andacollo,2026-07-14,ecmwf_ifs025,5,0.0,,0.0,17.6
andacollo,2026-07-14,ecmwf_ifs025,6,0.0,,0.0,17.6
andacollo,2026-07-14,ecmwf_ifs025,7,0.0,,0.0,17.6
andacollo,2026-07-14,gfs_seamless,1,0.0,7.9,0.0,17.6
andacollo,2026-07-14,gfs_seamless,2,0.0,7.6,0.0,17.6
andacollo,2026-07-14,gfs_seamless,3,0.0,8.6,0.0,17.6
andacollo,2026-07-14,gfs_seamless,4,0.0,7.6,0.0,17.6
andacollo,2026-07-14,gfs_seamless,5,0.0,8.3,0.0,17.6
andacollo,2026-07-14,gfs_seamless,6,0.0,5.4,0.0,17.6
andacollo,2026-07-14,gfs_seamless,7,0.0,9.0,0.0,17.6
andacollo,2026-07-14,icon_seamless,1,0.0,36.4,0.0,17.6
andacollo,2026-07-14,icon_seamless,2,0.0,30.6,0.0,17.6
andacollo,2026-07-14,icon_seamless,3,0.0,27.7,0.0,17.6
andacollo,2026-07-14,icon_seamless,4,0.0,32.0,0.0,17.6
andacollo,2026-07-14,icon_seamless,5,0.0,27.4,0.0,17.6
andacollo,2026-07-14,icon_seamless,6,0.0,26.3,0.0,17.6
andacollo,2026-07-15,best_match,1,3.2,46.8,2.2,25.6
andacollo,2026-07-15,best_match,2,1.0,38.2,2.2,25.6
andacollo,2026-07-15,best_match,3,0.7,42.8,2.2,25.6
andacollo,2026-07-15,best_match,4,4.5,34.9,2.2,25.6
andacollo,2026-07-15,best_match,5,1.5,36.7,2.2,25.6
andacollo,2026-07-15,best_match,6,0.0,29.2,2.2,25.6
andacollo,2026-07-15,best_match,7,0.30000000000000004,11.9,2.2,25.6
andacollo,2026-07-15,ecmwf_ifs025,1,3.0,,2.2,25.6
andacollo,2026-07-15,ecmwf_ifs025,2,0.9,,2.2,25.6
andacollo,2026-07-15,ecmwf_ifs025,3,0.6000000000000001,,2.2,25.6
andacollo,2026-07-15,ecmwf_ifs025,4,5.700000000000001,,2.2,25.6
andacollo,2026-07-15,ecmwf_ifs025,5,0.8999999999999999,,2.2,25.6
andacollo,2026-07-15,ecmwf_ifs025,6,0.0,,2.2,25.6
andacollo,2026-07-15,ecmwf_ifs025,7,0.0,,2.2,25.6
andacollo,2026-07-15,gfs_seamless,1,0.0,14.0,2.2,25.6
andacollo,2026-07-15,gfs_seamless,2,0.0,10.4,2.2,25.6
andacollo,2026-07-15,gfs_seamless,3,0.0,7.9,2.2,25.6
andacollo,2026-07-15,gfs_seamless,4,0.0,5.8,2.2,25.6
andacollo,2026-07-15,gfs_seamless,5,0.0,9.0,2.2,25.6
andacollo,2026-07-15,gfs_seamless,6,0.0,5.8,2.2,25.6
andacollo,2026-07-15,gfs_seamless,7,0.0,11.9,2.2,25.6
andacollo,2026-07-15,icon_seamless,1,0.0,46.8,2.2,25.6
andacollo,2026-07-15,icon_seamless,2,0.0,38.2,2.2,25.6
andacollo,2026-07-15,icon_seamless,3,0.7,42.8,2.2,25.6
andacollo,2026-07-15,icon_seamless,4,0.0,34.9,2.2,25.6
andacollo,2026-07-15,icon_seamless,5,1.5,36.7,2.2,25.6
andacollo,2026-07-15,icon_seamless,6,0.6,29.2,2.2,25.6
andacollo,2026-07-16,best_match,1,31.700000000000003,76.7,20.5,51.8
andacollo,2026-07-16,best_match,2,17.7,78.5,20.5,51.8
andacollo,2026-07-16,best_match,3,30.6,78.5,20.5,51.8
andacollo,2026-07-16,best_match,4,15.300000000000002,89.3,20.5,51.8
andacollo,2026-07-16,best_match,5,14.299999999999999,74.2,20.5,51.8
andacollo,2026-07-16,best_match,6,17.8,56.5,20.5,51.8
andacollo,2026-07-16,best_match,7,13.8,29.5,20.5,51.8
andacollo,2026-07-16,ecmwf_ifs025,1,30.3,,20.5,51.8
andacollo,2026-07-16,ecmwf_ifs025,2,18.9,,20.5,51.8
andacollo,2026-07-16,ecmwf_ifs025,3,27.9,,20.5,51.8
andacollo,2026-07-16,ecmwf_ifs025,4,13.499999999999998,,20.5,51.8
andacollo,2026-07-16,ecmwf_ifs025,5,17.4,,20.5,51.8
andacollo,2026-07-16,ecmwf_ifs025,6,17.4,,20.5,51.8
andacollo,2026-07-16,ecmwf_ifs025,7,12.600000000000001,,20.5,51.8
andacollo,2026-07-16,gfs_seamless,1,29.700000000000003,49.3,20.5,51.8
andacollo,2026-07-16,gfs_seamless,2,20.2,48.6,20.5,51.8
andacollo,2026-07-16,gfs_seamless,3,6.0,75.6,20.5,51.8
andacollo,2026-07-16,gfs_seamless,4,2.1,65.9,20.5,51.8
andacollo,2026-07-16,gfs_seamless,5,0.4,33.1,20.5,51.8
andacollo,2026-07-16,gfs_seamless,6,0.0,25.9,20.5,51.8
andacollo,2026-07-16,gfs_seamless,7,0.0,29.5,20.5,51.8
andacollo,2026-07-16,icon_seamless,1,70.0,76.7,20.5,51.8
andacollo,2026-07-16,icon_seamless,2,62.0,78.5,20.5,51.8
andacollo,2026-07-16,icon_seamless,3,50.1,78.5,20.5,51.8
andacollo,2026-07-16,icon_seamless,4,28.6,89.3,20.5,51.8
andacollo,2026-07-16,icon_seamless,5,25.1,74.2,20.5,51.8
andacollo,2026-07-16,icon_seamless,6,21.200000000000003,56.5,20.5,51.8
andacollo,2026-07-17,best_match,1,88.3,112.0,75.1,60.8
andacollo,2026-07-17,best_match,2,75.4,114.1,75.1,60.8
andacollo,2026-07-17,best_match,3,101.1,107.3,75.1,60.8
andacollo,2026-07-17,best_match,4,65.69999999999999,102.2,75.1,60.8
andacollo,2026-07-17,best_match,5,83.0,112.3,75.1,60.8
andacollo,2026-07-17,best_match,6,62.599999999999994,86.8,75.1,60.8
andacollo,2026-07-17,best_match,7,42.300000000000004,61.9,75.1,60.8
andacollo,2026-07-17,ecmwf_ifs025,1,82.19999999999999,,75.1,60.8
andacollo,2026-07-17,ecmwf_ifs025,2,78.6,,75.1,60.8
andacollo,2026-07-17,ecmwf_ifs025,3,104.69999999999999,,75.1,60.8
andacollo,2026-07-17,ecmwf_ifs025,4,71.1,,75.1,60.8
andacollo,2026-07-17,ecmwf_ifs025,5,78.0,,75.1,60.8
andacollo,2026-07-17,ecmwf_ifs025,6,54.599999999999994,,75.1,60.8
andacollo,2026-07-17,ecmwf_ifs025,7,46.800000000000004,,75.1,60.8
andacollo,2026-07-17,gfs_seamless,1,44.800000000000004,59.4,75.1,60.8
andacollo,2026-07-17,gfs_seamless,2,86.1,60.5,75.1,60.8
andacollo,2026-07-17,gfs_seamless,3,66.2,79.2,75.1,60.8
andacollo,2026-07-17,gfs_seamless,4,59.89999999999999,74.9,75.1,60.8
andacollo,2026-07-17,gfs_seamless,5,29.5,59.4,75.1,60.8
andacollo,2026-07-17,gfs_seamless,6,11.4,86.8,75.1,60.8
andacollo,2026-07-17,gfs_seamless,7,6.7,61.9,75.1,60.8
andacollo,2026-07-17,icon_seamless,1,83.69999999999999,112.0,75.1,60.8
andacollo,2026-07-17,icon_seamless,2,72.39999999999999,114.1,75.1,60.8
andacollo,2026-07-17,icon_seamless,3,116.2,107.3,75.1,60.8
andacollo,2026-07-17,icon_seamless,4,62.599999999999994,102.2,75.1,60.8
andacollo,2026-07-17,icon_seamless,5,96.99999999999999,112.3,75.1,60.8
andacollo,2026-07-17,icon_seamless,6,76.6,86.8,75.1,60.8
andacollo,2026-07-18,best_match,1,49.7,101.5,116.0,50.4
andacollo,2026-07-18,best_match,2,57.8,100.8,116.0,50.4
andacollo,2026-07-18,best_match,3,53.5,105.1,116.0,50.4
andacollo,2026-07-18,best_match,4,46.6,106.2,116.0,50.4
andacollo,2026-07-18,best_match,5,48.0,106.6,116.0,50.4
andacollo,2026-07-18,best_match,6,20.799999999999997,89.6,116.0,50.4
andacollo,2026-07-18,best_match,7,65.80000000000001,51.8,116.0,50.4
andacollo,2026-07-18,ecmwf_ifs025,1,68.4,,116.0,50.4
andacollo,2026-07-18,ecmwf_ifs025,2,55.49999999999999,,116.0,50.4
andacollo,2026-07-18,ecmwf_ifs025,3,46.8,,116.0,50.4
andacollo,2026-07-18,ecmwf_ifs025,4,31.8,,116.0,50.4
andacollo,2026-07-18,ecmwf_ifs025,5,35.7,,116.0,50.4
andacollo,2026-07-18,ecmwf_ifs025,6,18.9,,116.0,50.4
andacollo,2026-07-18,ecmwf_ifs025,7,61.8,,116.0,50.4
andacollo,2026-07-18,gfs_seamless,1,51.900000000000006,59.8,116.0,50.4
andacollo,2026-07-18,gfs_seamless,2,24.6,45.4,116.0,50.4
andacollo,2026-07-18,gfs_seamless,3,44.5,46.8,116.0,50.4
andacollo,2026-07-18,gfs_seamless,4,34.8,46.8,116.0,50.4
andacollo,2026-07-18,gfs_seamless,5,14.3,48.6,116.0,50.4
andacollo,2026-07-18,gfs_seamless,6,20.9,60.1,116.0,50.4
andacollo,2026-07-18,gfs_seamless,7,15.7,51.8,116.0,50.4
andacollo,2026-07-18,icon_seamless,1,62.2,101.5,116.0,50.4
andacollo,2026-07-18,icon_seamless,2,65.5,100.8,116.0,50.4
andacollo,2026-07-18,icon_seamless,3,51.099999999999994,105.1,116.0,50.4
andacollo,2026-07-18,icon_seamless,4,62.2,106.2,116.0,50.4
andacollo,2026-07-18,icon_seamless,5,45.4,106.6,116.0,50.4
andacollo,2026-07-18,icon_seamless,6,56.5,89.6,116.0,50.4
andacollo,2026-07-19,best_match,1,60.39999999999999,112.7,52.1,74.5
andacollo,2026-07-19,best_match,2,64.5,42.1,52.1,74.5
andacollo,2026-07-19,best_match,3,65.5,68.4,52.1,74.5
andacollo,2026-07-19,best_match,4,43.1,110.9,52.1,74.5
andacollo,2026-07-19,best_match,5,52.7,93.6,52.1,74.5
andacollo,2026-07-19,best_match,6,55.5,127.8,52.1,74.5
andacollo,2026-07-19,best_match,7,39.0,85.3,52.1,74.5
andacollo,2026-07-19,ecmwf_ifs025,1,60.3,,52.1,74.5
andacollo,2026-07-19,ecmwf_ifs025,2,60.6,,52.1,74.5
andacollo,2026-07-19,ecmwf_ifs025,3,56.099999999999994,,52.1,74.5
andacollo,2026-07-19,ecmwf_ifs025,4,49.5,,52.1,74.5
andacollo,2026-07-19,ecmwf_ifs025,5,49.5,,52.1,74.5
andacollo,2026-07-19,ecmwf_ifs025,6,57.900000000000006,,52.1,74.5
andacollo,2026-07-19,ecmwf_ifs025,7,43.8,,52.1,74.5
andacollo,2026-07-19,gfs_seamless,1,28.500000000000004,21.6,52.1,74.5
andacollo,2026-07-19,gfs_seamless,2,6.6,13.3,52.1,74.5
andacollo,2026-07-19,gfs_seamless,3,69.3,72.0,52.1,74.5
andacollo,2026-07-19,gfs_seamless,4,16.700000000000003,81.0,52.1,74.5
andacollo,2026-07-19,gfs_seamless,5,19.2,62.3,52.1,74.5
andacollo,2026-07-19,gfs_seamless,6,10.4,79.2,52.1,74.5
andacollo,2026-07-19,gfs_seamless,7,10.600000000000001,85.3,52.1,74.5
andacollo,2026-07-19,icon_seamless,1,31.1,112.7,52.1,74.5
andacollo,2026-07-19,icon_seamless,2,8.1,42.1,52.1,74.5
